code,nameAr,nameEn,barcode,salePrice,vatRate
ITM-1287,زيت الطيب ذرة 1.6 لتر,Al Tayeb Corn 1.6L,6220606002886,105.00,14
ITM-1288,زيت السلطان فول الصويا 1.6 لتر,Sultan Soybean 1.6L,6220607002892,88.00,14
ITM-1289,زيت السلطان عباد الشمس 1.6 لتر,Sultan Sunflower 1.6L,6220607002908,92.00,14
ITM-1290,زيت زيتون ميلانو 500 مل,Milano Olive Oil 500ml,6220608002914,195.00,14
ITM-1291,زيت زيتون ميلانو 1 لتر,Milano Olive Oil 1L,6220608002921,375.00,14
ITM-1292,زيت زيتون النخبة 500 مل,Elite Olive Oil 500ml,6220609002937,175.00,14
ITM-1293,زيت زيتون النخبة 1 لتر,Elite Olive Oil 1L,6220609002944,335.00,14
ITM-1294,زيت زيتون رحمة 500 مل,Rahma Olive Oil 500ml,6220610002957,165.00,14
ITM-1295,زيت زيتون بكر 750 مل,Extra Virgin Olive 750ml,6220611002963,285.00,14
ITM-1296,سمن طبيعي بلدنا 800جم,Baladna Ghee 800g,6220612002979,195.00,14
ITM-1297,سمن جوست 1 كيلو,Goust Ghee 1Kg,6220613002985,132.00,14
ITM-1298,أرز الدوحة شعير 1 كيلو,El Doha Short Rice 1Kg,6220701002996,38.00,14
ITM-1299,أرز الدوحة شعير 5 كيلو,El Doha Short Rice 5Kg,6220701003009,180.00,14
ITM-1300,أرز الدوحة شعير 10 كيلو,El Doha Short Rice 10Kg,6220701003016,355.00,14
ITM-1301,أرز الدوحة طويل 1 كيلو,El Doha Long Rice 1Kg,6220701003023,42.00,14
ITM-1302,أرز الدوحة طويل 5 كيلو,El Doha Long Rice 5Kg,6220701003030,195.00,14
ITM-1303,أرز الدوحة بسمتي 1 كيلو,El Doha Basmati 1Kg,6220701003047,55.00,14
ITM-1304,أرز الدوحة مصري 1 كيلو,El Doha Egyptian 1Kg,6220701003054,36.00,14
ITM-1305,دقيق الدوحة فاخر 1 كيلو,El Doha Premium Flour 1Kg,6220701003061,22.00,14
ITM-1306,دقيق الدوحة فاخر 5 كيلو,El Doha Premium Flour 5Kg,6220701003078,105.00,14
ITM-1307,مكرونة الملكة سباجيتي,El Malika Spaghetti,6220702003084,12.00,14
ITM-1308,مكرونة الملكة بيني,El Malika Penne,6220702003091,12.00,14
ITM-1309,مكرونة الملكة فيتشيني,El Malika Fettuccine,6220702003107,12.00,14
ITM-1310,مكرونة الملكة مكرونة قصيرة,El Malika Short Pasta,6220702003114,11.00,14
ITM-1311,مكرونة الملكة شعرية,El Malika Vermicelli,6220702003121,9.00,14
ITM-1312,مكرونة الملكة لازانيا,El Malika Lasagna,6220702003138,22.00,14
ITM-1313,مكرونة الملكة فراشة,El Malika Bowtie,6220702003145,13.00,14
ITM-1314,مكرونة الملكة قشر بيضة,El Malika Egg Shell,6220702003152,13.00,14
ITM-1315,مكرونة رجينا سباجيتي,Regina Spaghetti,6220703003168,14.00,14
ITM-1316,مكرونة رجينا بيني,Regina Penne,6220703003175,14.00,14
ITM-1317,مكرونة رجينا فيتشيني,Regina Fettuccine,6220703003182,14.00,14
ITM-1318,مكرونة رجينا لازانيا,Regina Lasagna,6220703003199,25.00,14
ITM-1319,أرز رشيدي الميزان 1 كيلو,El Rashidi Rice 1Kg,6220704003204,38.00,14
ITM-1320,دقيق رشيدي الميزان 1 كيلو,El Rashidi Flour 1Kg,6220704003211,23.00,14
ITM-1321,طحينة رشيدي الميزان 400جم,El Rashidi Tahina 400g,6220704003228,55.00,14
ITM-1322,طحينة رشيدي الميزان 800جم,El Rashidi Tahina 800g,6220704003235,105.00,14
ITM-1323,حلاوة طحينية رشيدي الميزان 450جم,El Rashidi Halawa 450g,6220704003242,75.00,14
ITM-1324,حلاوة طحينية رشيدي الميزان بالبندق,El Rashidi Halawa Hazelnut,6220704003259,85.00,14
ITM-1325,دبس رشيدي الميزان 700جم,El Rashidi Molasses 700g,6220704003266,55.00,14
ITM-1326,أرز الأمير 1 كيلو,El Amir Rice 1Kg,6220705003272,36.00,14
ITM-1327,أرز الأمير 5 كيلو,El Amir Rice 5Kg,6220705003289,175.00,14
ITM-1328,دقيق الراية فاخر 1 كيلو,Al Raya Flour 1Kg,6220706003295,22.00,14
ITM-1329,سميد الراية 1 كيلو,Al Raya Semolina 1Kg,6220706003301,24.00,14
ITM-1330,برغل الإمتياز ناعم 500جم,Imtiyaz Fine Bulgur 500g,6220707003317,18.00,14
ITM-1331,برغل الإمتياز خشن 500جم,Imtiyaz Coarse Bulgur 500g,6220707003324,18.00,14
ITM-1332,فريك الإمتياز 500جم,Imtiyaz Freekeh 500g,6220707003331,22.00,14
ITM-1333,كسكسي الإمتياز 500جم,Imtiyaz Couscous 500g,6220707003348,20.00,14
ITM-1334,شعرية الإمتياز,Imtiyaz Vermicelli,6220707003355,9.00,14
ITM-1335,عدس أصفر 1 كيلو,Yellow Lentils 1Kg,6220708003361,45.00,14
ITM-1336,عدس أحمر 1 كيلو,Red Lentils 1Kg,6220708003378,48.00,14
ITM-1337,عدس أسود 1 كيلو,Black Lentils 1Kg,6220708003385,52.00,14
ITM-1338,فول مدمس 1 كيلو,Fava Beans 1Kg,6220708003392,35.00,14
ITM-1339,فاصوليا بيضاء 1 كيلو,White Beans 1Kg,6220708003408,45.00,14
ITM-1340,لوبيا 1 كيلو,Black-eyed Peas 1Kg,6220708003415,48.00,14
ITM-1341,حمص 1 كيلو,Chickpeas 1Kg,6220708003422,55.00,14
ITM-1342,شاي العربي 100 فتلة,Al Arabi Tea 100 Bags,6220801003435,38.00,14
ITM-1343,شاي العربي 50 فتلة,Al Arabi Tea 50 Bags,6220801003442,22.00,14
ITM-1344,شاي العربي 100جم سايب,Al Arabi Loose Tea 100g,6220801003459,18.00,14
ITM-1345,شاي العربي 250جم سايب,Al Arabi Loose Tea 250g,6220801003466,42.00,14
ITM-1346,شاي العربي 500جم سايب,Al Arabi Loose Tea 500g,6220801003473,82.00,14
ITM-1347,شاي العربي إيرل جراي,Al Arabi Earl Grey,6220801003480,28.00,14
ITM-1348,شاي العربي بالنعناع,Al Arabi Mint Tea,6220801003497,28.00,14
ITM-1349,شاي العربي بالقرفة,Al Arabi Cinnamon Tea,6220801003503,28.00,14
ITM-1350,شاي العربي أخضر,Al Arabi Green Tea,6220801003510,32.00,14
ITM-1351,شاي ليبتون 100 فتلة,Lipton Tea 100 Bags,6220802003526,45.00,14
ITM-1352,شاي ليبتون 50 فتلة,Lipton Tea 50 Bags,6220802003533,25.00,14
ITM-1353,شاي ليبتون أصفر سايب 250جم,Lipton Yellow Loose 250g,6220802003540,48.00,14
ITM-1354,شاي ليبتون أصفر سايب 500جم,Lipton Yellow Loose 500g,6220802003557,95.00,14
ITM-1355,شاي ليبتون إيرل جراي,Lipton Earl Grey,6220802003564,32.00,14
ITM-1356,شاي ليبتون أخضر فاميلي,Lipton Green Family,6220802003571,35.00,14
ITM-1357,شاي ليبتون بالليمون,Lipton Lemon,6220802003588,32.00,14
ITM-1358,شاي ليبتون بالنعناع,Lipton Mint,6220802003595,32.00,14
ITM-1359,شاي العوضي 250جم,El Awadi Tea 250g,6220803003600,38.00,14
ITM-1360,شاي العوضي 500جم,El Awadi Tea 500g,6220803003617,75.00,14
ITM-1361,شاي العوضي 100جم,El Awadi Tea 100g,6220803003624,16.00,14
ITM-1362,شاي التوحيد 100جم,El Tawheed Tea 100g,6220804003630,15.00,14
ITM-1363,شاي التوحيد 250جم,El Tawheed Tea 250g,6220804003647,35.00,14
ITM-1364,شاي التوحيد 500جم,El Tawheed Tea 500g,6220804003654,68.00,14
ITM-1365,نسكافيه كلاسيك 50جم,Nescafe Classic 50g,6220805003660,55.00,14
ITM-1366,نسكافيه كلاسيك 100جم,Nescafe Classic 100g,6220805003677,105.00,14
ITM-1367,نسكافيه كلاسيك 200جم,Nescafe Classic 200g,6220805003684,195.00,14
ITM-1368,نسكافيه جولد 50جم,Nescafe Gold 50g,6220805003691,95.00,14
ITM-1369,نسكافيه جولد 100جم,Nescafe Gold 100g,6220805003707,185.00,14
ITM-1370,نسكافيه جولد 200جم,Nescafe Gold 200g,6220805003714,345.00,14
ITM-1371,نسكافيه 3 في 1,Nescafe 3in1,6220805003721,5.00,14
ITM-1372,نسكافيه 3 في 1 علبة 24,Nescafe 3in1 Box 24,6220805003738,95.00,14
ITM-1373,نسكافيه كابتشينو موكا,Nescafe Cappuccino Mocha,6220805003745,8.00,14
ITM-1374,نسكافيه كابتشينو فانيليا,Nescafe Cappuccino Vanilla,6220805003752,8.00,14
ITM-1375,نسكافيه كابتشينو كاراميل,Nescafe Cappuccino Caramel,6220805003769,8.00,14
ITM-1376,قهوة أبو عوف تركي 200جم,Abu Auf Turkish Coffee 200g,6220806003775,55.00,14
ITM-1377,قهوة أبو عوف تركي 500جم,Abu Auf Turkish Coffee 500g,6220806003782,125.00,14
ITM-1378,قهوة أبو عوف عربي 200جم,Abu Auf Arabic Coffee 200g,6220806003799,58.00,14
ITM-1379,قهوة أبو عوف فرنساوي 200جم,Abu Auf French Coffee 200g,6220806003805,65.00,14
ITM-1380,قهوة أبو عوف بالهيل 200جم,Abu Auf Cardamom Coffee 200g,6220806003812,62.00,14
ITM-1381,قهوة أبو عوف اسبريسو 200جم,Abu Auf Espresso 200g,6220806003829,72.00,14
ITM-1382,قهوة العميد تركي 200جم,El Amid Turkish 200g,6220807003835,48.00,14
ITM-1383,قهوة العميد بالهيل 200جم,El Amid Cardamom 200g,6220807003842,55.00,14
ITM-1384,كوفي ميت 400جم,Coffee Mate 400g,6220808003858,75.00,14
ITM-1385,كوفي ميت 200جم,Coffee Mate 200g,6220808003865,42.00,14
ITM-1386,كاتشاب هاينز 460جم,Heinz Ketchup 460g,6220901003878,55.00,14
ITM-1387,كاتشاب هاينز 1 كيلو,Heinz Ketchup 1Kg,6220901003885,105.00,14
ITM-1388,مايونيز هاينز 460جم,Heinz Mayonnaise 460g,6220901003892,58.00,14
ITM-1389,مايونيز هاينز 1 كيلو,Heinz Mayonnaise 1Kg,6220901003908,115.00,14
ITM-1390,مايونيز هاينز لايت 460جم,Heinz Light Mayo 460g,6220901003915,62.00,14
ITM-1391,صلصة هاينز شطة,Heinz Hot Sauce,6220901003922,45.00,14
ITM-1392,صلصة هاينز باربكيو,Heinz BBQ Sauce,6220901003939,55.00,14
ITM-1393,صلصة هاينز رنش,Heinz Ranch,6220901003946,58.00,14
ITM-1394,صلصة هاينز ثاوزند آيلاند,Heinz Thousand Island,6220901003953,58.00,14
ITM-1395,خل تفاح هاينز 500 مل,Heinz Apple Vinegar 500ml,6220901003960,32.00,14
ITM-1396,خل أبيض هاينز 500 مل,Heinz White Vinegar 500ml,6220901003977,28.00,14
ITM-1397,كاتشاب أمريكانا 460جم,Americana Ketchup 460g,6220902003983,38.00,14
ITM-1398,مايونيز أمريكانا 460جم,Americana Mayonnaise 460g,6220902003990,42.00,14
ITM-1399,شطة أمريكانا,Americana Chili,6220902004003,32.00,14
ITM-1400,تونة أمريكانا في الزيت 160جم,Americana Tuna Oil 160g,6220902004010,32.00,14
ITM-1401,تونة أمريكانا في الماء 160جم,Americana Tuna Water 160g,6220902004027,32.00,14
ITM-1402,تونة أمريكانا بالشطة 160جم,Americana Tuna Chili 160g,6220902004034,34.00,14
ITM-1403,تونة أمريكانا فلكية 160جم,Americana Tuna Premium 160g,6220902004041,38.00,14
ITM-1404,سردين أمريكانا 125جم,Americana Sardines 125g,6220902004058,22.00,14
ITM-1405,كرات لحم أمريكانا,Americana Meatballs,6220902004065,95.00,14
ITM-1406,برجر أمريكانا 4 قطع,Americana Burger 4pc,6220902004072,75.00,14
ITM-1407,كباب أمريكانا,Americana Kebab,6220902004089,88.00,14
ITM-1408,فرانك أمريكانا,Americana Frank,6220902004096,45.00,14
ITM-1409,تونة فاين فود في الزيت 160جم,Fine Food Tuna Oil 160g,6220903004101,28.00,14
ITM-1410,تونة فاين فود في الماء 160جم,Fine Food Tuna Water 160g,6220903004118,28.00,14
ITM-1411,تونة فاين فود قطع 160جم,Fine Food Tuna Chunks 160g,6220903004125,32.00,14
ITM-1412,سردين فاين فود,Fine Food Sardines,6220903004132,20.00,14
ITM-1413,تونة كاندي في الزيت 160جم,Candy Tuna Oil 160g,6220904004148,26.00,14
ITM-1414,تونة كاندي في الماء 160جم,Candy Tuna Water 160g,6220904004155,26.00,14
ITM-1415,سردين كاندي,Candy Sardines,6220904004162,18.00,14
ITM-1416,ذرة كاليفورنيا 340جم,California Corn 340g,6220905004178,28.00,14
ITM-1417,ذرة كاليفورنيا 425جم,California Corn 425g,6220905004185,35.00,14
ITM-1418,بازلاء كاليفورنيا,California Peas,6220905004192,32.00,14
ITM-1419,فاصوليا خضراء كاليفورنيا,California Green Beans,6220905004208,35.00,14
ITM-1420,فطر كاليفورنيا 200جم,California Mushroom 200g,6220905004215,38.00,14
ITM-1421,زيتون أخضر كاليفورنيا,California Green Olives,6220905004222,45.00,14
ITM-1422,زيتون أسود كاليفورنيا,California Black Olives,6220905004239,48.00,14
ITM-1423,مخلل خيار كاليفورنيا,California Pickles,6220905004246,38.00,14
ITM-1424,صلصة طماطم المصرية 400جم,Egyptian Tomato Sauce 400g,6220906004252,16.00,14
ITM-1425,صلصة طماطم المصرية 800جم,Egyptian Tomato Sauce 800g,6220906004269,28.00,14
ITM-1426,معجون طماطم المصرية 380جم,Egyptian Tomato Paste 380g,6220906004276,22.00,14
ITM-1427,زبادي خل تمرات 250جم,Date Vinegar 250g,6220907004282,22.00,14
ITM-1428,زبادي بلح المدينة 500جم,Madinah Dates 500g,6220907004299,55.00,14
ITM-1429,زبادي بلح المجدول 500جم,Medjool Dates 500g,6220907004305,125.00,14
ITM-1430,آريال مسحوق غسيل 2.5 كيلو,Ariel Powder 2.5Kg,6221001004314,155.00,14
ITM-1431,آريال مسحوق غسيل 4.5 كيلو,Ariel Powder 4.5Kg,6221001004321,265.00,14
ITM-1432,آريال مسحوق غسيل 9 كيلو,Ariel Powder 9Kg,6221001004338,495.00,14
ITM-1433,آريال سائل غسيل 2 لتر,Ariel Liquid 2L,6221001004345,135.00,14
ITM-1434,آريال جل مركز 1.4 لتر,Ariel Gel 1.4L,6221001004352,125.00,14
ITM-1435,آريال أطفال 2.5 كيلو,Ariel Baby 2.5Kg,6221001004369,165.00,14
ITM-1436,تايد مسحوق غسيل 3 كيلو,Tide Powder 3Kg,6221001004376,185.00,14
ITM-1437,تايد سائل غسيل 1.85 لتر,Tide Liquid 1.85L,6221001004383,125.00,14
ITM-1438,برسيل مسحوق غسيل 2.25 كيلو,Persil Powder 2.25Kg,6221002004399,145.00,14
ITM-1439,برسيل مسحوق غسيل 4.5 كيلو,Persil Powder 4.5Kg,6221002004405,255.00,14
ITM-1440,برسيل مسحوق غسيل 9 كيلو,Persil Powder 9Kg,6221002004412,485.00,14
ITM-1441,برسيل جل مركز 1.5 لتر,Persil Gel 1.5L,6221002004429,135.00,14
ITM-1442,برسيل أطفال 2.25 كيلو,Persil Baby 2.25Kg,6221002004436,155.00,14
ITM-1443,داون سائل أطباق 750 مل,Dawn Dish Liquid 750ml,6221003004442,38.00,14
ITM-1444,داون سائل أطباق 1.5 لتر,Dawn Dish Liquid 1.5L,6221003004459,68.00,14
ITM-1445,فيري سائل أطباق 750 مل,Fairy Dish Liquid 750ml,6221004004465,42.00,14
ITM-1446,فيري سائل أطباق 1.5 لتر,Fairy Dish Liquid 1.5L,6221004004472,75.00,14
ITM-1447,فيري سائل أطباق ليمون 750 مل,Fairy Lemon 750ml,6221004004489,42.00,14
ITM-1448,فيري سائل أطباق تفاح 750 مل,Fairy Apple 750ml,6221004004496,42.00,14
ITM-1449,بريل سائل أطباق 500 مل,Pril Dish Liquid 500ml,6221005004501,22.00,14
ITM-1450,بريل سائل أطباق 1 لتر,Pril Dish Liquid 1L,6221005004518,38.00,14
ITM-1451,بريل ليمون 1 لتر,Pril Lemon 1L,6221005004525,38.00,14
ITM-1452,كلوركس مبيض 1.42 لتر,Clorox Bleach 1.42L,6221006004531,38.00,14
ITM-1453,كلوركس مبيض 2.84 لتر,Clorox Bleach 2.84L,6221006004548,72.00,14
ITM-1454,كلوركس جل 720 مل,Clorox Gel 720ml,6221006004555,32.00,14
ITM-1455,كلوركس أطباق,Clorox Dish,6221006004562,28.00,14
ITM-1456,ديتول سائل تعقيم 250 مل,Dettol Antiseptic 250ml,6221007004578,38.00,14
ITM-1457,ديتول سائل تعقيم 500 مل,Dettol Antiseptic 500ml,6221007004585,65.00,14
ITM-1458,ديتول سائل تعقيم 1 لتر,Dettol Antiseptic 1L,6221007004592,115.00,14
ITM-1459,ديتول صابون أصلي,Dettol Original Soap,6221007004608,12.00,14
ITM-1460,ديتول صابون كول,Dettol Cool Soap,6221007004615,12.00,14
ITM-1461,ميستر مسلم منظف أرضيات,Mr Muscle Floor Cleaner,6221008004621,55.00,14
ITM-1462,ميستر مسلم منظف زجاج,Mr Muscle Glass Cleaner,6221008004638,45.00,14
ITM-1463,ميستر مسلم منظف فرن,Mr Muscle Oven Cleaner,6221008004645,55.00,14
ITM-1464,ميستر مسلم منظف حمام,Mr Muscle Bathroom Cleaner,6221008004652,52.00,14
ITM-1465,فلاش منظف أرضيات 1.25 لتر,Flash Floor 1.25L,6221009004668,45.00,14
ITM-1466,فلاش منظف أرضيات 4 لتر,Flash Floor 4L,6221009004675,135.00,14
ITM-1467,فلاش ليمون 1.25 لتر,Flash Lemon 1.25L,6221009004682,45.00,14
ITM-1468,فلاش لافندر 1.25 لتر,Flash Lavender 1.25L,6221009004699,45.00,14
ITM-1469,ديو روم معطر جو لافندر,Air Wick Lavender,6221010004701,48.00,14
ITM-1470,ديو روم معطر جو ورد,Air Wick Rose,6221010004718,48.00,14
ITM-1471,جلاد كيس قمامة 50 لتر,Glad Garbage Bag 50L,6221010004725,32.00,14
ITM-1472,جلاد كيس قمامة 80 لتر,Glad Garbage Bag 80L,6221010004732,45.00,14
ITM-1473,فويل ألومنيوم 20 متر,Aluminum Foil 20m,6221010004749,28.00,14
ITM-1474,كلينج فيلم 30 متر,Cling Film 30m,6221010004756,32.00,14
ITM-1475,شامبو لوكس ورد 400 مل,Lux Rose Shampoo 400ml,6221101004764,55.00,14
ITM-1476,شامبو لوكس ياسمين 400 مل,Lux Jasmine Shampoo 400ml,6221101004771,55.00,14
ITM-1477,صابون لوكس ورد,Lux Rose Soap,6221101004788,12.00,14
ITM-1478,صابون لوكس فل,Lux Jasmine Soap,6221101004795,12.00,14
ITM-1479,صابون لوكس أخضر,Lux Green Soap,6221101004801,12.00,14
ITM-1480,دش لوكس 250 مل,Lux Shower Gel 250ml,6221101004818,45.00,14
ITM-1481,صابون لايف بوي أحمر,Lifebuoy Red Soap,6221102004824,10.00,14
ITM-1482,صابون لايف بوي طوطل,Lifebuoy Total Soap,6221102004831,10.00,14
ITM-1483,صابون لايف بوي كير,Lifebuoy Care Soap,6221102004848,10.00,14
ITM-1484,دش لايف بوي 250 مل,Lifebuoy Shower 250ml,6221102004855,38.00,14
ITM-1485,شامبو لايف بوي 400 مل,Lifebuoy Shampoo 400ml,6221102004862,45.00,14
ITM-1486,معجون كلوس أب 100 مل,Close Up 100ml,6221103004878,25.00,14
ITM-1487,معجون كلوس أب 50 مل,Close Up 50ml,6221103004885,15.00,14
ITM-1488,معجون كلوس أب ريد هوت,Close Up Red Hot,6221103004892,25.00,14
ITM-1489,معجون كلوس أب وايت أتاك,Close Up White Attack,6221103004908,28.00,14
ITM-1490,معجون سيجنال 100 مل,Signal 100ml,6221104004914,28.00,14
ITM-1491,معجون سيجنال 50 مل,Signal 50ml,6221104004921,16.00,14
ITM-1492,معجون سيجنال أبيض,Signal White,6221104004938,32.00,14
ITM-1493,معجون سيجنال نعناع,Signal Mint,6221104004945,28.00,14
ITM-1494,معجون كولجيت 100 مل,Colgate 100ml,6221105004951,32.00,14
ITM-1495,معجون كولجيت 50 مل,Colgate 50ml,6221105004968,18.00,14
ITM-1496,معجون كولجيت توتال,Colgate Total,6221105004975,38.00,14
ITM-1497,معجون كولجيت سنسيتيف,Colgate Sensitive,6221105004982,45.00,14
ITM-1498,فرشاة أسنان كولجيت متوسطة,Colgate Toothbrush Medium,6221105004999,18.00,14
ITM-1499,فرشاة أسنان كولجيت طرية,Colgate Toothbrush Soft,6221105005002,18.00,14
ITM-1500,شامبو هيد آند شولدرز 200 مل,Head & Shoulders 200ml,6221106005018,55.00,14
ITM-1501,شامبو هيد آند شولدرز 400 مل,Head & Shoulders 400ml,6221106005025,95.00,14
ITM-1502,شامبو هيد آند شولدرز 600 مل,Head & Shoulders 600ml,6221106005032,135.00,14
ITM-1503,شامبو هيد آند شولدرز ضد القشرة 400,Head & Shoulders Anti Dandruff 400,6221106005049,95.00,14
ITM-1504,شامبو بانتين 200 مل,Pantene 200ml,6221107005055,55.00,14
ITM-1505,شامبو بانتين 400 مل,Pantene 400ml,6221107005062,95.00,14
ITM-1506,بلسم بانتين 200 مل,Pantene Conditioner 200ml,6221107005079,58.00,14
ITM-1507,ماسك بانتين,Pantene Mask,6221107005086,85.00,14
ITM-1508,مزيل عرق ركسونا 150 مل,Rexona Deo 150ml,6221108005092,45.00,14
ITM-1509,مزيل عرق ركسونا روول 50 مل,Rexona Roll 50ml,6221108005108,32.00,14
ITM-1510,مزيل عرق نيفيا 150 مل,Nivea Deo 150ml,6221108005115,48.00,14
ITM-1511,مزيل عرق دوف 150 مل,Dove Deo 150ml,6221108005122,55.00,14
ITM-1512,كريم نيفيا 100 مل,Nivea Cream 100ml,6221108005139,38.00,14
ITM-1513,كريم نيفيا 250 مل,Nivea Cream 250ml,6221108005146,85.00,14
ITM-1514,كريم وجه نيفيا,Nivea Face Cream,6221108005153,95.00,14
ITM-1515,غسول وجه نيفيا,Nivea Face Wash,6221108005160,75.00,14
ITM-1516,شفرات حلاقة جيليت 5 شفرات,Gillette 5 Blades,6221109005176,55.00,14
ITM-1517,شفرات حلاقة جيليت بيك 10,Gillette Pack 10,6221109005183,125.00,14
ITM-1518,كريم حلاقة جيليت,Gillette Shave Cream,6221109005190,95.00,14
ITM-1519,شفرات بيك 10 قطع,Bic Blades 10pc,6221109005206,55.00,14
ITM-1520,فوط كوتكس 10 قطع,Kotex 10pc,6221110005219,38.00,14
ITM-1521,فوط ألويز 10 قطع,Always 10pc,6221110005226,45.00,14
ITM-1522,فوط ألويز ليلي 10 قطع,Always Night 10pc,6221110005233,55.00,14
ITM-1523,حفاضات بامبرز مقاس 3,Pampers Size 3,6221110005240,125.00,14
ITM-1524,حفاضات بامبرز مقاس 4,Pampers Size 4,6221110005257,135.00,14
ITM-1525,حفاضات بامبرز مقاس 5,Pampers Size 5,6221110005264,145.00,14
ITM-1526,حفاضات هاجيز مقاس 3,Huggies Size 3,6221110005271,115.00,14
ITM-1527,حفاضات هاجيز مقاس 4,Huggies Size 4,6221110005288,125.00,14
ITM-1528,كورن فليكس كيلوجز 375جم,Kelloggs Corn Flakes 375g,6221201005296,95.00,14
ITM-1529,كورن فليكس كيلوجز 500جم,Kelloggs Corn Flakes 500g,6221201005302,125.00,14
ITM-1530,كوكو بوبس كيلوجز 375جم,Kelloggs Coco Pops 375g,6221201005319,105.00,14
ITM-1531,تشوكوس كيلوجز 375جم,Kelloggs Choco 375g,6221201005326,105.00,14
ITM-1532,فروتي لوبس كيلوجز,Kelloggs Froot Loops,6221201005333,115.00,14
ITM-1533,فروستيس كيلوجز,Kelloggs Frosties,6221201005340,95.00,14
ITM-1534,كورن فليكس بوست 500جم,Post Corn Flakes 500g,6221202005356,98.00,14
ITM-1535,شريحة بوست,Post Pops,6221202005363,95.00,14
ITM-1536,شوفان كويكر 500جم,Quaker Oats 500g,6221203005379,55.00,14
ITM-1537,شوفان كويكر 1 كيلو,Quaker Oats 1Kg,6221203005386,95.00,14
ITM-1538,شوفان كويكر سريع التحضير,Quaker Instant Oats,6221203005393,32.00,14
ITM-1539,شوفان كويكر فواكه,Quaker Fruit Oats,6221203005409,38.00,14
ITM-1540,شوفان كويكر بالعسل,Quaker Honey Oats,6221203005416,38.00,14
ITM-1541,هوت شوكليت كادبوري 250جم,Cadbury Hot Chocolate 250g,6221204005422,125.00,14
ITM-1542,هوت شوكليت نسلي 250جم,Nestle Hot Chocolate 250g,6221204005439,125.00,14
ITM-1543,نسكويك 400جم,Nesquik 400g,6221204005446,95.00,14
ITM-1544,نسكويك 1 كيلو,Nesquik 1Kg,6221204005453,185.00,14
ITM-1545,أوفلتين 400جم,Ovaltine 400g,6221204005460,105.00,14
ITM-1546,أوفلتين 800جم,Ovaltine 800g,6221204005477,195.00,14
ITM-1547,ميلو 400جم,Milo 400g,6221204005484,95.00,14
ITM-1548,ميلو 1 كيلو,Milo 1Kg,6221204005491,195.00,14
ITM-1549,عسل أبيض النحال 800جم,Al Nahhal Honey 800g,6221205005506,155.00,14
ITM-1550,عسل أبيض النحال 400جم,Al Nahhal Honey 400g,6221205005513,85.00,14
ITM-1551,عسل سدر الصافي 250جم,Al Safi Sidr Honey 250g,6221205005520,225.00,14
ITM-1552,مربى فيتراك مشمش 350جم,Vitrac Apricot Jam 350g,6221205005537,45.00,14
ITM-1553,مربى فيتراك فراولة 350جم,Vitrac Strawberry Jam 350g,6221205005544,45.00,14
ITM-1554,مربى فيتراك تين 350جم,Vitrac Fig Jam 350g,6221205005551,55.00,14
ITM-1555,مربى فيتراك جوافة 350جم,Vitrac Guava Jam 350g,6221205005568,45.00,14
ITM-1556,زبدة الفول السوداني سكيبي 340جم,Skippy Peanut Butter 340g,6221206005574,95.00,14
ITM-1557,زبدة الفول السوداني سكيبي 510جم,Skippy Peanut Butter 510g,6221206005581,145.00,14
ITM-1558,إندومي دجاج,Indomie Chicken,6221301005592,6.00,14
ITM-1559,إندومي خضار,Indomie Vegetable,6221301005608,6.00,14
ITM-1560,إندومي شواية,Indomie BBQ,6221301005615,6.00,14
ITM-1561,إندومي ميجوار,Indomie Mi Goreng,6221301005622,8.00,14
ITM-1562,إندومي عائلي دجاج,Indomie Family Chicken,6221301005639,28.00,14
ITM-1563,إندومي عائلي خضار,Indomie Family Vegetable,6221301005646,28.00,14
ITM-1564,إندومي عائلي شواية,Indomie Family BBQ,6221301005653,28.00,14
ITM-1565,إندومي كاسة دجاج,Indomie Cup Chicken,6221301005660,12.00,14
ITM-1566,إندومي كاسة بيف,Indomie Cup Beef,6221301005677,12.00,14
ITM-1567,إندومي كاسة ميجوار,Indomie Cup Mi Goreng,6221301005684,14.00,14
ITM-1568,ميجي دجاج,Maggi Chicken,6221302005690,5.00,14
ITM-1569,ميجي خضار,Maggi Vegetable,6221302005706,5.00,14
ITM-1570,ميجي مكعبات دجاج 24,Maggi Chicken Cubes 24,6221302005713,32.00,14
ITM-1571,ميجي مكعبات خضار 24,Maggi Vegetable Cubes 24,6221302005720,32.00,14
ITM-1572,ميجي شوربة دجاج,Maggi Chicken Soup,6221302005737,8.00,14
ITM-1573,ميجي شوربة عدس,Maggi Lentil Soup,6221302005744,8.00,14
ITM-1574,ميجي شوربة فطر,Maggi Mushroom Soup,6221302005751,8.00,14
ITM-1575,ميجي شوربة طماطم,Maggi Tomato Soup,6221302005768,8.00,14
ITM-1576,كنور مكعبات دجاج 24,Knorr Chicken Cubes 24,6221303005774,35.00,14
ITM-1577,كنور مكعبات خضار 24,Knorr Vegetable Cubes 24,6221303005781,35.00,14
ITM-1578,كنور شوربة دجاج بالنودلز,Knorr Chicken Noodle Soup,6221303005798,10.00,14
ITM-1579,كنور شوربة عدس,Knorr Lentil Soup,6221303005804,9.00,14
ITM-1580,كنور شوربة فطر,Knorr Mushroom Soup,6221303005811,10.00,14
ITM-1581,كنور بشاميل مكس,Knorr Bechamel Mix,6221303005828,22.00,14
